cierre_id,instalacion_id,rut,fecha_cierre,fecha_reapertura
387,36,29742884-5,2014-08-26 16:27:22,2014-09-02 00:26:04
388,41,87649058-7,2014-08-27 20:53:02,2014-09-11 11:39:41
389,95,49036882-5,2014-08-29 04:47:29,2014-09-01 08:00:18
390,14,46787382-2,2014-09-10 14:29:48,2014-09-15 04:44:26
391,147,16836029-0,2014-09-19 16:41:40,2014-10-01 21:02:59
392,115,27952560-4,2014-10-07 00:06:01,2014-10-11 13:14:54
393,26,43922451-7,2014-10-11 19:47:33,2014-10-25 11:40:18
394,97,77020926-9,2014-10-18 07:08:55,2014-10-24 10:27:21
395,199,59890575-4,2014-10-19 18:40:32,2014-11-01 08:58:27
396,207,79758989-6,2014-10-21 00:34:57,2014-11-04 07:47:17
397,192,91935122-5,2014-10-23 06:48:47,2014-10-26 23:27:39
398,97,77020926-9,2014-10-25 02:02:31,2014-11-04 05:53:29
399,151,76563311-7,2014-10-26 21:39:39,2014-11-08 11:31:09
400,168,83469143-4,2014-10-28 12:49:13,2014-11-08 19:27:34
401,18,53783913-9,2014-10-29 12:20:06,2014-11-08 01:12:32
402,110,57342278-3,2014-10-31 08:05:14,2014-11-09 20:15:31
403,10,49326776-0,2014-10-31 09:13:35,2014-11-12 14:56:31
404,7,87282538-k,2014-11-03 04:31:43,2014-11-10 16:20:01
405,80,85301240-8,2014-11-14 18:40:37,2014-11-25 06:28:36
406,195,34902561-2,2014-11-14 22:02:40,2014-11-26 02:37:22
407,107,38317707-3,2014-11-27 02:52:55,2014-12-09 14:50:29
408,17,80291272-2,2014-11-30 17:17:54,2014-12-15 09:25:15
409,37,41694611-6,2014-12-01 08:53:16,2014-12-11 17:35:24
410,41,29950437-9,2014-12-02 06:08:39,2014-12-06 08:40:48
411,188,66844166-1,2014-12-05 12:18:39,2014-12-17 21:55:37
412,79,92244003-4,2014-12-06 18:52:03,2014-12-19 03:00:09
413,86,63795324-9,2014-12-07 13:26:52,2014-12-14 19:21:02
414,52,79263691-8,2014-12-17 03:57:36,2014-12-20 07:20:53
415,81,87634133-6,2014-12-18 11:53:34,2014-12-28 22:25:13
416,109,89336201-0,2014-12-23 15:46:27,2014-12-28 17:19:03
417,119,59105378-7,2014-12-30 22:53:45,2015-01-13 02:54:26
418,143,83399209-0,2015-01-01 21:26:22,2015-01-05 08:13:08
419,43,79543386-4,2015-01-04 23:17:00,2015-01-12 09:31:35
420,190,63953205-4,2015-01-07 09:44:29,2015-01-21 02:08:52
421,184,52158784-9,2015-01-22 02:02:30,2015-01-28 09:19:21
422,139,51194123-7,2015-02-02 17:53:30,2015-02-16 22:33:14
423,213,72800848-2,2015-02-22 20:57:26,2015-02-26 23:20:58
424,13,79459402-3,2015-02-22 22:59:18,2015-03-03 15:04:07
425,154,55106753-k,2015-02-27 16:45:29,2015-03-05 01:31:46
426,121,70368495-5,2015-02-28 14:19:58,2015-03-11 06:37:32
427,201,69777560-9,2015-03-02 17:01:14,2015-03-06 08:00:55
428,66,43953571-7,2015-03-12 04:40:40,2015-03-25 12:30:20
429,144,52189199-8,2015-03-19 04:32:35,2015-04-01 20:29:42
430,207,35785969-7,2015-03-25 21:36:06,2015-04-08 03:03:05
431,56,63968995-6,2015-03-30 03:10:35,2015-04-03 17:41:23
432,101,35414863-3,2015-04-07 09:18:40,2015-04-11 20:49:09
433,162,88034198-7,2015-04-13 08:49:44,2015-04-16 11:14:12
434,186,53234460-3,2015-04-16 00:15:33,2015-04-30 13:24:21
435,136,15460166-k,2015-04-17 11:27:22,2015-04-30 22:35:50
436,146,69698793-9,2015-04-29 18:24:41,2015-05-03 00:27:02
437,165,87442136-7,2015-05-04 21:59:23,2015-05-14 00:39:19
438,90,95656123-k,2015-05-06 08:49:13,2015-05-19 19:26:43
439,57,36432728-5,2015-05-14 21:50:06,2015-05-26 02:03:44
440,27,25002692-7,2015-05-15 15:08:08,2015-05-18 16:30:42
441,162,88034198-7,2015-05-17 14:46:06,2015-05-23 22:58:46
442,177,87861767-3,2015-05-22 08:12:58,2015-05-27 14:58:18
443,117,10094201-1,2015-05-27 12:28:21,2015-06-07 03:04:35
444,196,93176945-6,2015-05-29 22:31:00,2015-06-05 11:45:47
445,96,49891081-5,2015-06-04 00:06:55,2015-06-09 10:29:04
446,20,96828461-4,2015-06-06 23:04:11,2015-06-18 06:39:21
447,27,44281327-2,2015-06-07 01:26:45,2015-06-14 08:08:40
448,85,12460058-8,2015-06-08 19:43:34,2015-06-22 07:44:36
449,202,91346186-k,2015-06-08 22:39:48,2015-06-23 01:10:49
450,213,25806104-7,2015-06-22 11:30:07,2015-07-01 00:30:31
451,11,97996738-1,2015-06-27 13:18:02,2015-07-05 16:05:11
452,92,12033288-0,2015-06-29 00:09:31,2015-07-04 06:23:52
453,5,74580276-1,2015-06-30 20:00:11,2015-07-08 04:13:42
454,182,33236616-5,2015-07-04 21:34:00,2015-07-16 08:37:35
455,71,81698647-8,2015-07-14 00:07:57,2015-07-18 09:49:54
456,180,35776394-0,2015-07-29 16:35:16,2015-08-05 16:53:25
457,103,95667888-9,2015-08-01 11:28:55,2015-08-13 19:08:29
458,28,14114400-6,2015-08-06 07:45:15,2015-08-12 19:57:06
459,45,22274441-5,2015-08-06 19:49:14,2015-08-14 05:06:40
460,10,49326776-0,2015-08-11 11:40:43,2015-08-24 18:23:12
461,16,26240285-1,2015-08-20 02:45:50,2015-08-29 10:31:27
462,74,42300579-3,2015-08-22 03:32:31,2015-08-26 11:16:45
463,139,56425505-k,2015-08-24 12:07:53,2015-08-30 14:06:10
464,61,62014673-0,2015-08-30 03:43:43,2015-09-05 15:01:26
465,32,88413708-k,2015-08-30 12:53:34,2015-09-05 00:17:52
466,210,83386046-1,2015-08-30 20:33:33,2015-09-10 22:50:04
467,38,37797879-k,2015-09-05 23:39:37,2015-09-13 04:49:35
468,81,48246125-5,2015-09-19 07:35:50,2015-09-26 20:24:57
469,74,47121914-2,2015-09-21 21:57:09,2015-09-30 11:23:04
470,32,25450277-4,2015-09-27 09:11:55,2015-10-01 18:26:30
471,202,38405094-8,2015-10-01 03:49:45,2015-10-07 13:27:22
472,145,12187269-2,2015-10-04 11:25:25,2015-10-11 12:59:02
473,197,98849412-7,2015-10-04 21:37:41,2015-10-18 23:49:05
474,53,66045545-0,2015-10-10 23:17:32,2015-10-17 05:11:31
475,134,80698616-k,2015-10-14 18:01:02,2015-10-27 04:07:38
476,24,69141385-3,2015-10-15 20:09:04,2015-10-23 04:22:17
477,187,73543707-0,2015-10-23 09:51:42,2015-11-04 22:50:32
478,112,66295586-8,2015-11-02 01:50:44,2015-11-16 06:55:52
479,157,49359132-0,2015-11-03 02:32:33,2015-11-12 05:33:54
480,132,54004386-8,2015-11-06 04:51:38,2015-11-10 13:14:52
481,39,58303600-8,2015-11-12 09:54:02,2015-11-21 18:51:22
482,159,63532763-4,2015-11-13 14:12:26,2015-11-27 16:44:09
483,62,45400053-6,2015-11-16 03:58:08,2015-11-24 09:13:22
484,41,87649058-7,2015-11-19 21:54:13,2015-11-26 11:47:18
485,144,11439340-1,2015-11-23 12:16:14,2015-11-26 23:04:57
486,16,86164302-6,2015-11-23 21:00:09,2015-11-29 07:15:58
487,53,53747213-8,2015-11-24 03:05:13,2015-12-02 19:17:39
488,15,31359212-k,2015-12-03 03:29:17,2015-12-16 06:11:27
489,3,16264932-9,2015-12-04 16:58:32,2015-12-13 00:47:07
490,18,82645956-5,2015-12-17 00:16:27,2015-12-20 16:05:18
491,200,53329659-9,2015-12-18 17:47:51,2015-12-30 06:25:43
492,58,63421928-5,2015-12-18 18:24:53,2015-12-25 07:50:19
493,207,79758989-6,2015-12-19 14:57:37,2015-12-28 22:37:46
494,120,96562711-1,2015-12-26 03:54:48,2016-01-03 10:02:59
495,181,11123767-0,2015-12-27 05:43:37,2016-01-10 09:44:22
496,101,89146700-1,2016-01-05 22:13:23,2016-01-16 03:52:43
497,163,71389826-0,2016-01-06 11:20:23,2016-01-10 16:50:59
498,176,72810804-5,2016-01-14 11:44:56,2016-01-21 02:47:03
499,180,61514910-1,2016-01-26 06:41:58,2016-02-08 11:02:06
500,169,75328775-2,2016-01-26 23:36:11,2016-01-30 12:35:42
501,111,62820832-8,2016-01-31 14:49:28,2016-02-12 02:12:55
502,27,69402733-4,2016-02-04 20:35:48,2016-02-08 02:06:06
503,139,91119340-k,2016-02-11 01:01:24,2016-02-18 12:07:08
504,105,67753422-2,2016-02-27 01:59:27,2016-03-05 11:54:30
505,160,96735305-1,2016-02-28 03:15:36,2016-03-06 11:41:39
506,74,80282829-2,2016-03-02 01:03:44,2016-03-13 11:41:10
507,94,44290962-8,2016-03-02 21:58:56,2016-03-09 08:22:18
508,112,30680313-1,2016-03-05 17:37:05,2016-03-10 03:27:30
509,190,54746197-5,2016-03-09 11:17:10,2016-03-21 14:49:51
510,102,60916764-5,2016-03-19 23:56:55,2016-03-26 06:19:30
511,198,65538426-k,2016-03-22 10:33:49,2016-04-01 22:22:34
512,133,59814228-9,2016-03-26 13:52:36,2016-04-08 22:24:59
513,34,83905334-7,2016-03-27 17:36:50,2016-04-06 06:42:48
514,5,88094734-6,2016-04-05 08:51:32,2016-04-13 21:00:51
515,98,99837067-1,2016-04-24 22:12:52,2016-05-01 09:08:19
516,203,50109588-5,2016-04-25 00:57:56,2016-05-05 13:24:58
517,145,40644356-6,2016-04-27 10:56:13,2016-05-11 14:46:39
518,79,77477421-1,2016-04-28 10:18:55,2016-05-04 01:56:32
519,80,92170041-5,2016-05-05 20:33:35,2016-05-14 09:11:21
520,204,58191750-3,2016-05-06 17:22:34,2016-05-16 06:57:50
521,81,79480331-5,2016-05-11 15:26:43,2016-05-26 03:03:10
522,21,82376572-k,2016-05-20 03:26:46,2016-05-30 12:41:18
523,13,97675067-5,2016-05-20 15:35:44,2016-06-04 06:15:47
524,39,58303600-8,2016-05-22 02:38:32,2016-05-30 06:35:53
525,204,66183219-3,2016-05-22 10:14:45,2016-05-27 10:24:47
526,143,19027799-2,2016-06-11 13:22:28,2016-06-14 19:02:44
527,158,81498697-7,2016-06-11 14:42:38,2016-06-16 18:49:58
528,24,59129614-0,2016-06-14 18:23:03,2016-06-27 06:09:04
529,211,11453035-2,2016-06-22 21:58:50,2016-07-02 06:14:30
530,15,18665525-7,2016-06-23 18:18:46,2016-07-04 03:36:30
531,142,98121429-3,2016-06-27 09:37:08,2016-07-10 20:17:47
532,115,43831962-k,2016-06-27 11:28:07,2016-07-03 22:01:58
533,16,37925650-3,2016-07-07 15:33:41,2016-07-18 21:55:26
534,148,89671041-9,2016-07-11 00:12:12,2016-07-18 06:37:45
535,37,41694611-6,2016-07-20 14:03:46,2016-08-01 21:02:57
536,207,79758989-6,2016-07-25 00:24:39,2016-08-02 16:26:12
537,53,53747213-8,2016-07-27 03:43:00,2016-08-02 11:47:49
538,201,41071374-8,2016-08-03 09:53:45,2016-08-06 10:19:10
539,197,72070561-3,2016-08-05 18:50:47,2016-08-17 06:36:04
540,65,71134226-5,2016-08-18 11:01:08,2016-08-27 03:40:55
541,52,71881591-6,2016-08-23 16:36:13,2016-08-31 02:19:35
542,202,41581842-4,2016-08-29 16:00:41,2016-09-03 19:33:06
543,184,45717384-9,2016-09-02 04:47:05,2016-09-16 05:53:12
544,8,34352032-8,2016-09-02 06:25:32,2016-09-11 15:45:00
545,193,20026905-5,2016-09-03 09:39:59,2016-09-16 11:17:31
546,135,74748755-3,2016-09-04 15:05:37,2016-09-09 20:08:54
547,67,57133149-7,2016-09-05 08:28:09,2016-09-09 20:47:32
548,40,23494123-2,2016-09-07 17:10:20,2016-09-21 05:11:26
549,39,58303600-8,2016-09-20 13:13:47,2016-10-02 21:46:12
550,148,30364676-0,2016-09-27 16:20:17,2016-10-12 08:52:10
551,14,30741496-1,2016-09-27 16:28:44,2016-10-03 22:55:00
552,109,52576933-k,2016-09-30 01:01:52,2016-10-12 02:57:18
553,48,14377401-5,2016-10-01 12:18:14,2016-10-04 22:21:14
554,159,95185947-8,2016-10-04 05:01:11,2016-10-11 11:06:35
555,33,91888069-0,2016-10-05 10:28:54,2016-10-19 20:20:20
556,58,63421928-5,2016-10-18 03:14:06,2016-10-31 15:43:14
557,210,33802463-0,2016-10-23 03:13:00,2016-11-06 17:48:26
558,160,93550420-1,2016-10-24 23:55:14,2016-10-30 11:17:21
559,211,55326528-2,2016-10-27 20:03:34,2016-11-03 22:14:53
560,172,59959821-9,2016-11-06 04:54:38,2016-11-20 16:21:11
561,89,16008678-5,2016-11-06 21:16:40,2016-11-17 01:59:05
562,114,61892040-2,2016-11-10 23:06:01,2016-11-18 03:38:23
563,153,23047484-2,2016-11-19 02:14:00,2016-11-29 08:27:37
564,12,34572846-5,2016-12-12 11:14:57,2016-12-18 22:14:32
565,31,90471139-k,2016-12-18 07:09:13,2016-12-24 15:41:24
566,107,92311983-3,2016-12-25 07:48:08,2016-12-30 08:52:12
567,75,79850677-3,2017-01-02 17:56:30,2017-01-11 04:17:28
568,180,25327705-k,2017-01-04 11:12:38,2017-01-17 02:05:18
569,87,74357811-2,2017-01-05 16:49:05,2017-01-16 02:10:00
570,212,77489819-0,2017-01-09 15:34:41,2017-01-14 01:15:43
571,80,85301240-8,2017-01-11 04:42:02,2017-01-17 19:36:12
572,206,21219682-7,2017-01-12 08:07:59,2017-01-26 19:39:07
573,110,29637564-0,2017-01-13 08:02:29,2017-01-21 13:51:44
574,154,92445451-2,2017-01-14 13:27:28,2017-01-26 23:35:03
575,187,55012555-2,2017-01-17 15:19:14,2017-01-27 07:52:20
576,73,33090056-3,2017-02-05 08:57:19,2017-02-12 17:09:45
577,101,89146700-1,2017-02-06 04:26:09,2017-02-17 16:17:03
578,105,63382431-2,2017-02-14 03:42:24,2017-02-21 11:15:09
579,141,79344858-9,2017-02-14 20:26:14,2017-02-18 04:08:18
580,73,29903675-8,2017-02-24 22:26:36,2017-03-05 09:11:23
581,198,86447590-6,2017-02-25 13:29:20,2017-03-03 19:13:01
582,154,59060940-4,2017-03-04 01:20:25,2017-03-12 03:01:57
583,45,68505645-3,2017-03-04 06:04:46,2017-03-15 12:12:35
584,57,91231636-k,2017-03-14 21:47:05,2017-03-25 23:46:29
585,24,32992512-9,2017-03-18 11:41:17,2017-03-22 20:24:06
586,1,41704207-5,2017-03-22 03:24:07,2017-04-05 12:18:46
587,210,29877385-6,2017-03-22 09:12:10,2017-03-26 21:37:45
588,203,40978316-3,2017-03-22 12:05:57,2017-03-27 14:24:30
589,177,44973013-5,2017-03-30 05:28:39,2017-04-13 11:36:33
590,28,94362008-3,2017-04-22 04:34:38,2017-05-05 14:46:52
591,115,23514054-3,2017-04-23 22:21:43,2017-05-02 04:49:33
592,107,38317707-3,2017-04-28 21:24:54,2017-05-09 08:21:43
593,148,95777850-k,2017-04-29 00:40:20,2017-05-05 04:05:03
594,160,23298314-0,2017-05-03 18:17:16,2017-05-13 03:00:56
595,148,69186141-4,2017-05-07 03:25:20,2017-05-12 10:24:37
596,165,87442136-7,2017-05-09 04:35:17,2017-05-18 15:32:44
597,82,83290634-4,2017-05-11 23:58:38,2017-05-15 15:16:15
598,135,21924647-1,2017-05-16 13:24:10,2017-05-24 00:44:27
599,49,14408869-7,2017-05-21 16:47:30,2017-06-03 23:40:58
600,23,28630079-0,2017-06-01 08:29:37,2017-06-11 21:48:20
601,17,69760987-3,2017-06-01 11:47:47,2017-06-10 20:19:01
602,57,12673702-5,2017-06-15 02:32:57,2017-06-27 04:33:35
603,100,92394961-5,2017-06-15 04:15:58,2017-06-20 10:32:32
604,11,97996738-1,2017-06-20 02:06:40,2017-06-23 18:37:22
605,37,22479749-4,2017-06-22 16:13:35,2017-07-05 01:16:12
606,61,93900888-8,2017-06-24 08:34:32,2017-07-08 15:56:46
607,48,11554909-k,2017-06-28 09:27:57,2017-07-06 20:27:14
608,88,54480341-7,2017-06-29 15:56:36,2017-07-05 16:01:27
609,201,86683089-4,2017-07-01 04:40:56,2017-07-06 20:40:40
610,174,41091494-8,2017-07-02 15:46:45,2017-07-06 19:52:42
611,103,73026642-1,2017-07-21 14:29:50,2017-08-03 23:28:38
612,51,44626695-0,2017-07-22 14:35:09,2017-08-01 02:57:41
613,126,34012878-8,2017-07-30 11:30:06,2017-08-11 02:40:47
614,89,20694588-5,2017-08-03 21:00:40,2017-08-18 03:56:38
615,67,63814706-8,2017-08-05 14:04:02,2017-08-15 18:04:55
616,157,60158787-4,2017-08-16 09:10:23,2017-08-23 20:38:11
617,214,66714421-3,2017-08-18 18:27:38,2017-09-02 01:36:38
618,65,65809271-5,2017-08-20 15:35:08,2017-08-31 19:26:55
619,173,91995839-1,2017-08-21 02:29:25,2017-08-26 02:50:30
620,124,26123513-7,2017-08-21 21:15:38,2017-09-05 04:21:09
621,8,35480818-8,2017-08-25 03:16:03,2017-08-28 03:29:50
622,30,33016426-3,2017-08-25 10:06:01,2017-09-06 00:04:34
623,191,32359787-1,2017-08-25 13:52:13,2017-09-08 15:51:00
624,26,95741388-9,2017-08-28 16:02:09,2017-09-01 04:46:59
625,79,92244003-4,2017-08-30 05:01:41,2017-09-11 16:43:59
626,109,89336201-0,2017-09-03 07:23:40,2017-09-06 22:15:42
627,15,93009498-6,2017-09-11 12:10:16,2017-09-17 18:05:00
628,105,91059844-9,2017-09-17 03:49:20,2017-09-26 13:24:40
629,197,18076157-8,2017-09-27 06:29:47,2017-10-02 06:59:27
630,65,30928102-0,2017-09-30 11:55:14,2017-10-08 04:23:09
631,176,42678415-7,2017-10-05 15:21:46,2017-10-20 03:01:38
632,143,38563658-k,2017-10-09 05:45:56,2017-10-17 12:22:34
633,172,82993651-8,2017-10-09 08:30:21,2017-10-13 21:35:02
634,34,14200344-9,2017-10-18 07:34:56,2017-10-27 17:02:28
635,45,22274441-5,2017-10-20 01:16:35,2017-10-30 11:16:13
636,104,22150901-3,2017-10-20 17:10:40,2017-10-24 04:01:31
637,99,48161908-4,2017-10-22 06:03:31,2017-11-03 08:41:01
638,193,35288330-1,2017-10-30 15:59:45,2017-11-09 03:33:16
639,117,80092681-5,2017-11-08 18:53:28,2017-11-20 04:02:58
640,77,57639262-1,2017-11-09 13:21:08,2017-11-24 04:06:03
641,23,28630079-0,2017-11-13 16:53:14,2017-11-21 19:00:39
642,214,73815426-6,2017-11-25 09:34:28,2017-11-29 12:11:52
643,11,40538537-6,2017-11-26 19:11:31,2017-12-01 10:22:06
644,69,95367461-0,2017-12-01 01:18:22,2017-12-13 03:28:49
645,54,79348268-k,2017-12-02 21:53:43,2017-12-07 05:39:37
646,114,48766480-4,2017-12-03 02:17:42,2017-12-15 06:14:15
647,160,18969557-8,2017-12-15 03:46:22,2017-12-28 15:01:45
648,118,48553208-0,2017-12-21 01:41:21,2017-12-26 02:35:39
649,189,63884576-8,2017-12-26 00:36:00,2018-01-01 07:57:02
650,192,91085975-7,2017-12-26 11:08:41,2018-01-04 16:25:46
651,143,14761964-2,2018-01-05 23:05:18,2018-01-10 11:42:17
652,144,70388205-6,2018-01-06 22:29:40,2018-01-12 05:36:38
653,99,17195049-k,2018-01-16 03:47:09,2018-01-19 10:00:52
654,145,40644356-6,2018-01-19 01:10:43,2018-02-01 07:33:46
655,45,68505645-3,2018-01-20 23:12:15,2018-01-26 12:55:42
656,155,19209075-k,2018-01-23 08:23:14,2018-02-06 23:44:48
657,164,75397524-1,2018-02-01 03:40:33,2018-02-04 06:22:35
658,96,95623149-3,2018-02-01 09:05:36,2018-02-08 21:19:23
659,90,32628385-1,2018-02-04 01:39:36,2018-02-17 03:32:33
660,171,94559048-3,2018-02-11 01:13:33,2018-02-19 16:53:23
661,206,21219682-7,2018-02-19 05:42:24,2018-03-03 13:00:16
662,52,45026478-4,2018-02-21 04:18:56,2018-02-24 15:33:41
663,207,34039148-9,2018-02-22 17:39:02,2018-02-28 02:20:53
664,192,33572631-6,2018-02-22 21:33:23,2018-03-09 06:33:55
665,11,42723522-k,2018-03-01 14:19:31,2018-03-05 20:28:51
666,40,23494123-2,2018-03-07 03:04:33,2018-03-20 09:06:49
667,85,33874298-3,2018-03-14 16:07:57,2018-03-22 07:23:49
668,124,83917354-7,2018-03-17 12:43:52,2018-03-29 13:23:05
669,175,26617374-1,2018-03-25 00:29:32,2018-04-08 15:00:34
670,150,82903113-2,2018-03-28 10:55:31,2018-04-09 00:00:49
671,21,34846808-1,2018-04-04 06:29:09,2018-04-15 12:16:38
672,112,25198755-6,2018-04-04 15:01:45,2018-04-15 21:04:47
673,163,20820475-0,2018-04-05 10:59:19,2018-04-14 17:13:29
674,194,51616764-5,2018-04-13 00:42:13,2018-04-25 14:12:03
675,196,81560843-7,2018-04-14 06:31:50,2018-04-28 15:29:33
676,145,12187269-2,2018-04-22 09:08:49,2018-04-28 15:38:37
677,147,37376941-k,2018-04-25 23:02:44,2018-04-29 14:54:16
678,86,34414978-k,2018-05-01 07:58:40,2018-05-07 21:23:48
679,101,62887150-7,2018-05-08 14:35:34,2018-05-18 16:58:51
680,145,12187269-2,2018-05-10 07:26:44,2018-05-17 12:03:13
681,100,73540572-1,2018-05-14 11:37:29,2018-05-23 22:17:42
682,186,31679088-7,2018-05-15 16:27:18,2018-05-22 09:07:01
683,200,53329659-9,2018-05-17 15:56:48,2018-05-29 08:35:24
684,207,79758989-6,2018-05-20 10:44:19,2018-05-31 11:56:26
685,118,30001031-8,2018-05-22 17:23:02,2018-05-28 18:59:32
686,205,75269880-5,2018-05-25 12:19:46,2018-06-04 13:49:04
687,25,56914123-0,2018-05-26 09:09:52,2018-05-31 01:10:57
688,100,34996262-4,2018-05-31 06:13:51,2018-06-04 18:42:23
689,84,55422937-9,2018-06-05 06:22:02,2018-06-09 20:41:09
690,76,32700742-4,2018-06-09 14:00:43,2018-06-15 05:25:27
691,167,59150917-9,2018-06-10 02:19:01,2018-06-17 18:48:24
692,18,45981588-0,2018-06-19 05:14:58,2018-06-25 20:50:21
693,68,49166815-6,2018-06-24 10:25:33,2018-06-29 11:04:23
694,35,31111145-0,2018-06-28 05:22:57,2018-07-07 06:24:56
695,173,76356563-7,2018-07-01 09:09:20,2018-07-09 20:21:43
696,83,47922722-5,2018-07-03 21:43:26,2018-07-16 09:35:06
697,8,38629675-8,2018-07-09 05:12:53,2018-07-22 18:38:44
698,11,97996738-1,2018-07-11 07:23:10,2018-07-25 13:07:35
699,97,87544765-3,2018-07-18 14:15:56,2018-07-25 19:43:07
700,103,11784418-8,2018-07-20 05:45:54,2018-08-01 08:12:32
701,139,10619372-k,2018-07-24 16:22:16,2018-08-04 07:12:31
702,109,12205074-2,2018-08-01 07:14:42,2018-08-06 18:41:03
703,29,49993665-6,2018-08-03 14:07:44,2018-08-17 15:53:07
704,60,10254486-2,2018-08-07 03:42:20,2018-08-19 05:30:27
705,188,66844166-1,2018-08-17 09:21:05,2018-08-26 01:25:16
706,55,91957885-8,2018-08-18 00:24:03,2018-08-27 01:52:54
707,173,23000993-7,2018-08-19 14:19:19,2018-08-29 15:46:14
708,88,17286061-3,2018-08-31 21:45:31,2018-09-12 10:37:39
709,102,88107942-9,2018-09-04 15:29:20,2018-09-15 03:54:37
710,72,64370666-0,2018-09-08 07:07:14,2018-09-20 07:29:24
711,0,12842111-4,2018-09-16 10:03:13,2018-09-22 14:12:53
712,7,83538271-0,2018-09-26 03:40:10,2018-10-05 20:08:18
713,28,94362008-3,2018-09-26 20:50:40,2018-10-04 00:57:34
714,154,49641463-2,2018-09-30 06:59:54,2018-10-08 11:57:07
715,27,69402733-4,2018-10-08 09:47:46,2018-10-16 16:03:44
716,212,77489819-0,2018-10-18 16:11:41,2018-10-25 00:06:15
717,79,77477421-1,2018-10-19 05:32:48,2018-10-22 09:23:10
718,76,73418283-4,2018-10-20 12:38:36,2018-11-01 17:42:25
719,143,61863167-2,2018-10-23 15:32:38,2018-11-06 08:09:58
720,120,13572944-2,2018-10-29 12:30:58,2018-11-03 15:17:18
721,132,54363208-2,2018-10-31 01:21:54,2018-11-08 17:50:07
722,192,19942007-0,2018-11-07 02:05:50,2018-11-17 09:23:38
723,57,57792927-0,2018-11-09 15:49:46,2018-11-20 06:51:00
724,79,92244003-4,2018-11-19 03:26:00,2018-11-25 18:26:56
725,176,77484278-0,2018-11-19 16:24:38,2018-11-28 22:48:31
726,127,15955355-8,2018-11-22 02:18:39,2018-12-05 07:15:12
727,23,57689116-4,2018-11-22 09:25:22,2018-11-26 22:47:44
728,29,54122700-8,2018-11-22 19:54:10,2018-12-05 02:11:20
729,84,15623590-3,2018-11-30 21:24:54,2018-12-06 05:07:03
730,208,97404549-4,2018-11-30 22:50:31,2018-12-09 06:00:08
731,101,36615636-4,2018-12-02 18:10:44,2018-12-07 04:25:19
732,108,49718772-9,2018-12-05 10:35:35,2018-12-17 02:14:59
733,135,82719046-2,2018-12-05 23:52:43,2018-12-14 07:01:25
734,173,22234852-8,2018-12-09 06:20:57,2018-12-20 15:58:34
735,51,66970190-k,2018-12-16 20:11:01,2018-12-31 11:26:41
736,86,84921010-6,2018-12-19 08:05:28,2018-12-31 23:43:52
737,169,75328775-2,2018-12-24 03:20:26,2018-12-27 13:29:54
738,62,31457093-6,2018-12-24 04:58:05,2019-01-02 09:59:59
739,82,33006349-1,2018-12-24 08:35:47,2019-01-03 15:19:46
740,203,75129314-3,2019-01-05 05:58:33,2019-01-08 20:43:10
741,171,11091024-k,2019-01-08 17:11:14,2019-01-18 23:33:26
742,75,34823992-9,2019-01-11 09:58:22,2019-01-25 13:53:32
743,87,80640357-1,2019-01-11 20:23:52,2019-01-15 11:57:45
744,204,10927357-0,2019-01-19 18:05:49,2019-01-27 05:07:12
745,55,96900689-8,2019-01-24 11:30:16,2019-02-02 22:29:22
746,34,14200344-9,2019-01-31 13:45:10,2019-02-09 14:55:13
747,78,27161682-1,2019-02-01 22:33:47,2019-02-09 08:10:59
748,212,70019535-k,2019-02-04 07:46:10,2019-02-14 15:40:12
749,154,49641463-2,2019-02-25 05:21:24,2019-03-02 14:53:14
750,104,22150901-3,2019-03-01 23:38:16,2019-03-11 04:01:46
751,78,56725663-4,2019-03-03 04:14:11,2019-03-11 12:17:20
752,26,43922451-7,2019-03-04 08:53:38,2019-03-17 11:51:39
753,19,89118524-3,2019-03-06 23:03:43,2019-03-21 04:44:41
754,116,86367440-9,2019-03-08 20:42:00,2019-03-15 06:15:11
755,175,33890329-4,2019-03-09 12:51:45,2019-03-13 13:10:26
756,151,85973291-7,2019-03-12 21:19:12,2019-03-17 22:25:37
757,47,90594532-7,2019-03-14 17:41:03,2019-03-28 04:08:00
758,162,60370162-3,2019-03-16 10:59:59,2019-03-24 12:34:50
759,144,41183684-3,2019-03-21 07:18:59,2019-04-04 11:36:30
760,30,33016426-3,2019-03-23 17:39:32,2019-03-29 05:38:41
761,93,93044599-1,2019-03-24 11:35:19,2019-04-05 20:01:06
762,37,34349789-k,2019-03-25 08:30:25,2019-04-03 16:09:14
763,181,34761062-3,2019-03-25 22:32:22,2019-03-31 08:51:11
764,60,54121962-5,2019-03-26 16:24:20,2019-04-07 21:01:36
765,166,17459269-1,2019-03-28 06:57:47,2019-04-10 22:04:44
766,182,11544489-1,2019-03-30 01:52:50,2019-04-11 05:37:18
767,214,23625905-6,2019-03-31 05:57:03,2019-04-09 16:29:11
768,77,78734770-3,2019-04-04 04:52:02,2019-04-07 07:38:53
769,18,12920124-k,2019-04-09 18:53:58,2019-04-22 05:40:34
770,166,78463527-9,2019-04-10 20:01:37,2019-04-19 01:41:19
771,208,96964691-9,2019-04-15 15:08:21,2019-04-20 23:26:36
772,126,44812887-3,2019-04-18 15:49:17,2019-05-02 19:17:28
773,111,62820832-8,2019-04-20 05:34:53,2019-05-03 20:43:31
